,Papers,citedByCount,GWAS-H,Betweenness,Degree,Country,Institution
Nanette B Silverberg,2,71,,4.658869952513757e-06,0.0024129862532904357,,
Matthias Zenkel,2,71,,1.03746415817316e-06,0.0038022813688212928,,
Christian Y Mardin,2,71,,1.03746415817316e-06,0.0038022813688212928,,
Tracey M Ferrara,2,71,,4.658869952513757e-06,0.0024129862532904357,,
Pia R Kamstrup,2,71,,4.328906844335206e-07,0.006069026031003217,,
Barbara Adamczyk,2,71,,4.8986565347511464e-08,0.0024129862532904357,,
Eric Hachulla,2,71,,2.2319200815079886e-06,0.002705469435507458,,
Marianne Labussiere,3,71,,1.305946326552648e-06,0.004972214097689383,,
Nanja van Geel,2,71,,4.658869952513757e-06,0.0024129862532904357,,
Xiaoyan Luo,3,71,,1.9835236528031192e-07,0.008116408306522375,,
Andrew McDavid,2,70,,4.978777050077621e-08,0.004533489324363849,,
Bo Liang,4,70,,7.190694078826054e-05,0.006580871599883006,,
David Tregouet,3,70,,1.2522864043227013e-05,0.015282246270839427,,
Clifford A Hudis,2,70,,9.828870854096954e-08,0.0013161743199766012,,
Helen Chapel,2,70,,2.1010370113577794e-08,0.003948522959929804,,
Alexander Saip,2,70,,4.978777050077621e-08,0.004533489324363849,,
Michelle Brotzman,2,70,,7.419545277891992e-07,0.00935946183094472,,
Xiuwen Zheng,2,70,,4.978777050077621e-08,0.004533489324363849,,
Michel G Nivard,4,70,,4.506968745893045e-06,0.019961977186311788,,
Charlotte Cunningham-Rundles,2,70,,2.1010370113577794e-08,0.003948522959929804,,
Eugene Hart,2,70,,4.978777050077621e-08,0.004533489324363849,,
Matthew Budoff,3,70,,4.356761055367884e-06,0.005703422053231939,,
Christine Sorkness,2,70,,6.24065293365775e-07,0.0020473822755191578,,
Christoph M Friedrich,2,70,,3.9696271436155574e-06,0.006434630008774495,,
Bo Chawes,2,70,,1.022144422113545e-06,0.01272301842644048,,
P B Mortensen,2,70,,2.3476713539960277e-08,0.002778590231061714,,
V Gaborieau,2,70,,1.9774305160830132e-05,0.004899093302135127,,
L Foretova,2,70,,1.9774305160830132e-05,0.004899093302135127,,
Sean Chong,2,70,,8.75490542258879e-06,0.007092717168762796,,
D Li,2,70,,1.9774305160830132e-05,0.004899093302135127,,
T Orntoft,2,70,,2.3476713539960277e-08,0.002778590231061714,,
Niku Oksala,4,70,,5.791389733546852e-07,0.0036560397777127816,,
Elena Resnick,2,70,,2.1010370113577794e-08,0.003948522959929804,,
Philippe Bijlenga,2,70,,3.9696271436155574e-06,0.006434630008774495,,
Kathleen E Sullivan,2,70,,2.1010370113577794e-08,0.003948522959929804,,
D Demontis,2,70,,2.3476713539960277e-08,0.002778590231061714,,
D M Hougaard,2,70,,2.3476713539960277e-08,0.002778590231061714,,
S Ripatti,2,70,,2.856019423249211e-05,0.004533489324363849,,
Cinzia Sarti,3,70,,6.743197518304522e-05,0.02961392219947353,,
Eric P Winer,2,70,,9.828870854096954e-08,0.0013161743199766012,,
Beatrice S Melin,2,70,,1.912916810223714e-06,0.006580871599883006,,
Katherine Newton,2,70,,4.978777050077621e-08,0.004533489324363849,,
Lawrence N Shulman,2,70,,9.828870854096954e-08,0.0013161743199766012,,
Masaaki Kageyama,3,69,,7.129388963242475e-09,0.0009505703422053232,,
Lee Helman,2,69,,3.6323237524016994e-07,0.0038754021643755483,,
Fleur P Velders,5,69,,6.542737496940997e-07,0.00701959637320854,,
Johan Waden,3,69,,1.0545147439392018e-07,0.004533489324363849,,
Wei Tang,2,69,,2.281612510393326e-08,0.007238958759871308,,
Sachiro Watanabe,3,69,,0.0,0.001389295115530857,,
Lena M Thorn,3,69,,1.0545147439392018e-07,0.004533489324363849,,
Alexessander Da Silva Couto Alves,2,69,,8.020492125481748e-06,0.022228721848493713,,
Francois Berthoux,2,69,,0.0,0.0038022813688212928,,
Mikael Johansson,2,69,,1.4638207889075391e-06,0.01052939455981281,,
Raija Lithovius,3,69,,1.0545147439392018e-07,0.004533489324363849,,
Dina Halai,2,69,,3.6323237524016994e-07,0.0038754021643755483,,
Chand Khanna,2,69,,3.6323237524016994e-07,0.0038754021643755483,,
Yukitoshi Aoyagi,3,69,,0.0,0.001389295115530857,,
Stephen Richmond,2,69,,5.990571244734899e-09,0.001974261479964902,,
Kristine Yaffe,3,69,,9.693667021293996e-07,0.010383152968704299,,
Shengyun Liu,2,69,,5.207493411435866e-06,0.002705469435507458,,
Richard Grucza,3,69,,1.3885092133983799e-05,0.010163790582041532,,
Ashish M Kamat,2,69,,2.281612510393326e-08,0.007238958759871308,,
Natsue Omi,3,69,,7.129388963242475e-09,0.0009505703422053232,,
Clara Fischman,2,69,,0.0,0.0038022813688212928,,
Katja Pahkala,4,69,,1.654174651093561e-06,0.017841474115238374,,
Vilhelmina Haraldsdottir,2,69,,3.948021722465154e-06,0.007823925124305353,,
Neyssa Marina,2,69,,3.6323237524016994e-07,0.0038754021643755483,,
Tim Lu,2,69,,1.1229236533345831e-07,0.001754899093302135,,
Nina Tolonen,3,69,,1.0545147439392018e-07,0.004533489324363849,,
Luis Sierrasesumaga,2,69,,3.6323237524016994e-07,0.0038754021643755483,,
Arshed M Toma,2,69,,5.990571244734899e-09,0.001974261479964902,,
Paul S Meltzer,2,69,,3.6323237524016994e-07,0.0038754021643755483,,
Thomas Rauen,2,69,,0.0,0.0038022813688212928,,
Anne-May Osterholm,3,69,,1.0545147439392018e-07,0.004533489324363849,,
Bing He,3,69,,1.0545147439392018e-07,0.004533489324363849,,
Alexei I Zhurov,2,69,,5.990571244734899e-09,0.001974261479964902,,
Danielle R Reed,3,69,,2.760522259196084e-07,0.010821877742029832,,
Maria Fernanda Amary,2,69,,3.6323237524016994e-07,0.0038754021643755483,,
Sindhuri Prakash,2,69,,0.0,0.0038022813688212928,,
Seth P Lerner,2,69,,2.281612510393326e-08,0.007238958759871308,,
Weronica E Ek,2,69,,2.3389138393208036e-06,0.0029248318221702253,,
Kimihiko Kato,3,69,,0.0,0.001389295115530857,,
Esteban Gonzalez Burchard,2,69,,2.6008432482064333e-06,0.002193623866627669,,
Samantha Shapiro,2,69,,0.0,0.0038022813688212928,,
Kei Satoh,3,69,,0.0,0.001389295115530857,,
Vera Mikkila,2,69,,2.677758363431381e-07,0.012284293653114946,,
Nick Bass,2,69,,3.085731291393289e-07,0.0021205030710734134,,
Patrick C Dubois,2,69,,1.9120860755323166e-07,0.0026323486399532025,,
Andrew Brown,2,69,,2.006252964685555e-06,0.0028517110266159697,,
Christiaan G Saris,2,69,,1.6043995313867209e-06,0.0036560397777127816,,
Josephine Egan,2,69,,1.5451455532009567e-06,0.020839426732962855,,
Gianmauro Cuccuru,3,69,,3.8807096660042065e-06,0.0044603685288095935,,
Markku Saraheimo,3,69,,1.0545147439392018e-07,0.004533489324363849,,
Frank Eitner,2,69,,0.0,0.0038022813688212928,,
Shaoxian Hu,2,69,,5.207493411435866e-06,0.002705469435507458,,
Hitoshi Suzuki,2,69,,0.0,0.0038022813688212928,,
C M Hultman,2,68,,5.6771597801360376e-08,0.001974261479964902,,
Tassja J Spindler,2,68,,2.4514631570333946e-09,0.01871892366188944,,
Dong Liang,3,68,,1.3269626089158123e-06,0.028882714243930973,,
Xiaoqi Liu,3,68,,9.897366784749554e-07,0.002705469435507458,,
Holly Trochet,3,68,,5.515468191701252e-06,0.01908452763966072,,
Jong Eun Lee,3,68,,5.4399505948958895e-05,0.0019011406844106464,,
John D Isaacs,2,68,,2.956492887962509e-06,0.00350979818660427,,
Qing Ling Duan,2,68,,4.930419501207384e-07,0.0016817782977478794,,
Audrey C Choh,3,68,,3.873497651814496e-06,0.02259432582626499,,
Bradford Towne,3,68,,3.873497651814496e-06,0.02259432582626499,,
Maria-Dolores Chirlaque,2,68,,8.276207486565988e-08,0.010383152968704299,,
Line Bjorge,3,68,,1.3269626089158123e-06,0.028882714243930973,,
Kin Mok,2,68,,1.5910715959801786e-06,0.0038022813688212928,,
Joseph Zmuda,2,68,,2.623745746014167e-06,0.011406844106463879,,
Mignon Loh,2,68,,2.564726368466495e-06,0.0015355367066393682,,
X Chen,2,68,,1.3639745547190691e-06,0.001754899093302135,,
J Bukszar,3,68,,3.724864670334461e-05,0.0010236911377595789,,
Aaron D Norman,2,68,,8.276207486565988e-08,0.010383152968704299,,
John A Snowden,2,68,,8.276207486565988e-08,0.010383152968704299,,
Carlos Lopez-Otin,2,68,,0.0002487908824420359,0.011406844106463879,,
Stefan A Czerwinski,3,68,,3.873497651814496e-06,0.02259432582626499,,
Laura E Beane Freeman,2,68,,1.4766713711111532e-06,0.00935946183094472,,
Yuan Chen,2,68,,8.31260184254207e-06,0.004167885346592571,,
Anthony J Batzler,3,68,,5.158001686746475e-06,0.0013161743199766012,,
Hans-Henrik Parving,2,68,,3.3980655120269234e-07,0.004825972506580871,,
Kimme L Hyrich,2,68,,2.956492887962509e-06,0.00350979818660427,,
Josh Wright,2,68,,8.276207486565988e-08,0.010383152968704299,,
L Backlund,2,68,,5.6771597801360376e-08,0.001974261479964902,,
Fang Xie,2,68,,1.8962785846928518e-05,0.003290435799941503,,
Vincent Chi-Hang Lui,2,67,,0.0,0.0012430535244223456,,
C de Kovel,2,67,,4.825386639329756e-05,0.004241006142146827,,
B P C Koeleman,2,67,,4.825386639329756e-05,0.004241006142146827,,
Wei-Hong Guo,2,67,,0.0,0.0012430535244223456,,
Yujun Sheng,3,67,,4.2454212201935694e-05,0.005922784439894706,,
Brandt Jones,2,67,,1.6668304069473458e-06,0.01001754899093302,,
Richard J Redett,3,67,,8.063072149491051e-08,0.0022667446621819245,,
Jin-Fa Tou,2,67,,0.0,0.0012430535244223456,,
Dana Ziliak,2,67,,0.0,0.002193623866627669,,
Kenneth Kak-Yuen Wong,2,67,,0.0,0.0012430535244223456,,
Tracy O'Mara,3,67,,1.6843266138209418e-06,0.00987130739982451,,
Peixian Chen,2,67,,0.0,0.002193623866627669,,
L Klareskog,2,67,,4.825386639329756e-05,0.004241006142146827,,
Elly Sau-Wai Ngan,2,67,,0.0,0.0012430535244223456,,
Robert A Wood,2,67,,6.521952711089574e-06,0.0018280198888563908,,
Ming-Yiu Yeung,2,67,,0.0,0.0012430535244223456,,
Peter Durda,2,67,,7.512610878906822e-08,0.002778590231061714,,
Xiao-Ping Miao,2,67,,0.0,0.0012430535244223456,,
Anna Eriksson,2,67,,4.787489149207535e-08,0.005045334893243638,,
J C van Swieten,2,66,,3.69597655851285e-07,0.008847616262064931,,
Joost Janzing,3,66,,3.931119256617434e-07,0.009944428195378765,,
Martin Lacko,2,66,,7.465793830097273e-07,0.008628253875402165,,
Regina Courtney,2,66,,1.9396976462277452e-05,0.01842644047967242,,
Gabriele Farina,2,66,,4.806215616866968e-07,0.0038754021643755483,,
L Zgaga,2,66,,3.69597655851285e-07,0.008847616262064931,,
Stefania Boccia,2,66,,7.465793830097273e-07,0.008628253875402165,,
Annick Clement,2,66,,1.2886455304072823e-07,0.001754899093302135,,
Xavier Castellsague,2,66,,7.465793830097273e-07,0.008628253875402165,,
Joshua M Galanter,4,66,,1.0207587368974457e-06,0.004533489324363849,,
O Polasek,2,66,,3.69597655851285e-07,0.008847616262064931,,
Chun-Lin Zuo,2,66,,1.038206464992364e-08,0.0024129862532904357,,
Anthony Aldave,2,66,,0.0,0.0013161743199766012,,
Fausto Poddie,2,66,,4.806215616866968e-07,0.0038754021643755483,,
Giulio Rosati,2,66,,4.806215616866968e-07,0.0038754021643755483,,
E G Holliday,2,66,,3.69597655851285e-07,0.008847616262064931,,
Haowen Jiang,2,66,,1.555633488594237e-06,0.00350979818660427,,
R Au,2,66,,3.69597655851285e-07,0.008847616262064931,,
Harriet Corvol,2,66,,1.2886455304072823e-07,0.001754899093302135,,
A F Wright,2,66,,3.69597655851285e-07,0.008847616262064931,,
R J Scott,2,66,,3.69597655851285e-07,0.008847616262064931,,
Cristina Canova,2,66,,7.465793830097273e-07,0.008628253875402165,,
Paola Ferrigno,2,66,,4.806215616866968e-07,0.0038754021643755483,,
Pierre-Yves Boelle,2,66,,1.2886455304072823e-07,0.001754899093302135,,
Eleonora Cocco,2,66,,4.806215616866968e-07,0.0038754021643755483,,
R F Gottesman,2,66,,3.69597655851285e-07,0.008847616262064931,,
K A Mather,2,66,,3.69597655851285e-07,0.008847616262064931,,
D S Knopman,2,66,,3.69597655851285e-07,0.008847616262064931,,
K Petrovic,2,66,,3.69597655851285e-07,0.008847616262064931,,
Maurizio Melis,2,66,,4.806215616866968e-07,0.0038754021643755483,,
Sarah F Janssen,2,66,,6.729032359494339e-07,0.007165837964317052,,
A Beiser,2,66,,3.69597655851285e-07,0.008847616262064931,,
Ryan Koesterer,2,66,,2.1246580681836413e-08,0.0005118455688797894,,
Anna Mollsten,2,66,,0.0,0.004314126937701082,,
J R Attia,2,66,,3.69597655851285e-07,0.008847616262064931,,
P W Schofield,2,66,,3.69597655851285e-07,0.008847616262064931,,
J Bressler,2,66,,3.69597655851285e-07,0.008847616262064931,,
I Rudan,2,66,,3.69597655851285e-07,0.008847616262064931,,
P S Sachdev,2,66,,3.69597655851285e-07,0.008847616262064931,,
Q Yang,2,66,,3.69597655851285e-07,0.008847616262064931,,
Mark C Weissler,2,66,,7.465793830097273e-07,0.008628253875402165,,
M Kirin,2,66,,3.69597655851285e-07,0.008847616262064931,,
Gabriella Cadoni,2,66,,7.465793830097273e-07,0.008628253875402165,,
Tomomi Aoi,2,66,,1.1506022554557561e-07,0.0016086575021936238,,
Lorenzo Richiardi,2,66,,7.465793830097273e-07,0.008628253875402165,,
M Schuur,2,66,,3.69597655851285e-07,0.008847616262064931,,
J F Wilson,2,66,,3.69597655851285e-07,0.008847616262064931,,
C Oldmeadow,2,66,,3.69597655851285e-07,0.008847616262064931,,
Shancheng Ren,2,66,,1.555633488594237e-06,0.00350979818660427,,
Fan Lin,2,66,,1.2886455304072823e-07,0.001754899093302135,,
Loretta Szczotka-Flynn,2,66,,0.0,0.0013161743199766012,,
Rolando Herrero,2,66,,7.465793830097273e-07,0.008628253875402165,,
Silvia Franceschi,2,66,,7.465793830097273e-07,0.008628253875402165,,
Russ B Altman,2,66,,1.8615869563281946e-06,0.00350979818660427,,
V Vitart,2,66,,3.69597655851285e-07,0.008847616262064931,,
Lee M Butcher,3,65,,1.65941637408307e-08,0.0006580871599883006,,
Ichiro Sora,3,65,,8.272268877580492e-06,0.001974261479964902,,
Said El Shamieh,2,65,,7.148255811508312e-07,0.0034366773910500144,,
Leticia Fernandez Garrote,2,65,,2.219934516692475e-07,0.008189529102076631,,
Eranga Nishanthie Vithana,2,65,,2.0607909392913417e-06,0.008189529102076631,,
Femke-Anouska Heinsen,2,65,,4.516902496621401e-06,0.005703422053231939,,
Marlena Kern,2,65,,1.0232423160229926e-07,0.0012430535244223456,,
Chris Hsu,2,65,,8.164509810494414e-07,0.01689090377303305,,
Fang Lu,3,65,,1.3827933080076893e-05,0.005630301257677684,,
Leena Peltonen-Palotie,2,65,,5.18201643317348e-09,0.001974261479964902,,
Rachel Palmieri Weber,3,65,,7.029876146498038e-07,0.02120503071073413,,
Nadeem Siddiqui,3,65,,1.95116108096971e-06,0.029467680608365018,,
Lijuan Zhang,2,65,,3.227314836967886e-05,0.006434630008774495,,
Xusheng Qiu,3,65,,7.518464593885521e-06,0.0034366773910500144,,
David H K Chui,2,65,,2.88727328236097e-07,0.00116993272886809,,
Thomas Winkler,2,65,,1.8835013008315702e-07,0.0038754021643755483,,
Ana Menezes,2,65,,2.219934516692475e-07,0.008189529102076631,,
Richard Stock,3,65,,3.3455067432298796e-05,0.0024861070488446913,,
Xiang Chen,2,65,,3.675542457140322e-06,0.004533489324363849,,
Yukie Bean,3,65,,1.95116108096971e-06,0.029467680608365018,,
Els Van Nieuwenhuysen,3,65,,1.95116108096971e-06,0.029467680608365018,,
Sergio Koifman,2,65,,2.219934516692475e-07,0.008189529102076631,,
Nan Bing,3,65,,5.218659092132533e-06,0.0026323486399532025,,
Andre van Rij,2,64,,0.0,0.0038754021643755483,,
Klaus Huse,2,64,,1.7078593957610675e-06,0.0034366773910500144,,
Monica Stavarachi,2,64,,1.0545147439392018e-07,0.004533489324363849,,
C S J Fann,2,64,,0.0,0.00014624159110851126,,
Fusheng Zhou,3,64,,6.365755395564244e-05,0.005922784439894706,,
Lieve Coenegrachts,2,64,,2.932851574739338e-07,0.005264697279906405,,
James B Strait,2,64,,2.1151117015324396e-07,0.015501608657502193,,
Danylo J Villano,4,64,,8.633513418379753e-07,0.011406844106463879,,
Tian-Wen Gao,3,64,,1.0731461306104964e-06,0.0038022813688212928,,
Idris Guessous,3,64,,1.6734301243748571e-06,0.022521205030710735,,
Sarah Bonneux,2,64,,9.217689586150171e-08,0.0018280198888563908,,
Soroush Sohrabi,2,64,,0.0,0.0038754021643755483,,
Rick A Friedman,2,64,,9.217689586150171e-08,0.0018280198888563908,,
Nancy Saccone,2,64,,1.3672356462062425e-06,0.002778590231061714,,
Anne Johnson,2,64,,0.0,0.0038754021643755483,,
David Mauger,2,64,,4.0806619857056536e-07,0.0024129862532904357,,
Chengfeng Wang,2,64,,1.911172430951015e-06,0.004533489324363849,,
Matthew Waltham,2,64,,0.0,0.0038754021643755483,,
Jennifer Mulle,2,64,,1.032462613195823e-05,0.002778590231061714,,
Noralane Lindor,2,64,,2.4382211088104777e-06,0.029467680608365018,,
Guoliang Jiang,2,64,,1.911172430951015e-06,0.004533489324363849,,
Jeffrey D Ohmen,2,64,,9.217689586150171e-08,0.0018280198888563908,,
Janusz A Z Jankowski,3,64,,3.073273148839385e-06,0.008628253875402165,,
Kevin Burnand,2,64,,0.0,0.0038754021643755483,,
Godfrey D Pearlson,3,64,,7.843661417972356e-06,0.00467973091547236,,
Anne H Child,2,64,,0.0,0.0038754021643755483,,
Shengying Qin,2,64,,6.841799902096249e-05,0.005045334893243638,,
J Ramon Quiros,2,64,,9.009484320319731e-06,0.015574729453056449,,
John B Wild,2,64,,0.0,0.0038754021643755483,,
Zhaoshen Li,2,64,,1.911172430951015e-06,0.004533489324363849,,
Andrew Johnson,2,63,,3.9508755123907837e-07,0.010894998537584088,,
Ee M Lim,3,63,,7.699766487221904e-07,0.010456273764258554,,
Ken Inoue,2,63,,5.262822016162293e-06,0.0018280198888563908,,
Eileen Png,3,63,,1.3581380677614608e-05,0.007677683533196841,,
Rob M Van Dam,3,63,,6.322523374690995e-06,0.010894998537584088,,
Nathalie Laplante,2,63,,1.63577523642036e-05,0.0014624159110851126,,
Johanna Rommens,2,63,,3.200053208654064e-08,0.003729160573267037,,
A L James,2,63,,1.8047216489138512e-06,0.002997952617724481,,
Henriette A Smit,2,63,,5.217237713483453e-06,0.010163790582041532,,
Christopher G Scott,2,63,,3.200053208654064e-08,0.003729160573267037,,
Louise Eriksson,2,63,,3.200053208654064e-08,0.003729160573267037,,
K Matsuda,2,63,,1.522325864123097e-07,0.0012430535244223456,,
Shu-Chun Chuang,2,63,,5.002997869416521e-05,0.014770400701959637,,
J Hui,2,63,,1.8047216489138512e-06,0.002997952617724481,,
Ze Yang,2,63,,7.449707886498982e-06,0.0038022813688212928,,
K Wang,2,63,,1.8481722672140156e-06,0.0014624159110851126,,
Zhaogong Zhang,3,63,,1.092929372461914e-06,0.00804328751096812,,
David Goldman,3,63,,9.592804483119085e-07,0.0018280198888563908,,
Sarah Nelson,4,63,,5.542482901349795e-06,0.00987130739982451,,
Debra Silverman,2,63,,3.794609155546035e-07,0.0040947645510383155,,
Olimpia Arellano-Campos,3,63,,2.629841048387701e-06,0.002997952617724481,,
Vicente Vicente,2,62,,1.60111694665823e-06,0.00636150921322024,,
Stine Knudsen,2,62,,5.8216958648169924e-08,0.001974261479964902,,
Katharina Heim,2,62,,4.829398796021028e-07,0.00921322023983621,,
Rachael S Stolzenberg-Solomon,2,62,,2.4059006609743593e-07,0.00921322023983621,,
Andrea Calvo,2,62,,1.0323605989853364e-05,0.009944428195378765,,
Poul Jennum,2,62,,5.8216958648169924e-08,0.001974261479964902,,
Claudio Bassetti,2,62,,5.8216958648169924e-08,0.001974261479964902,,
Einar Bjornsson,2,62,,5.254865172909311e-08,0.003144194208832992,,
C Heaton,2,62,,0.0,0.0005118455688797894,,
Pamela L Lutsey,3,62,,2.5417556768989833e-06,0.009651945013161743,,
K Mack,2,62,,0.0,0.0005118455688797894,,
Ivonne Z Jimenez-Velazquez,2,62,,1.133596081859984e-08,0.00116993272886809,,
Koichiro Higasa,2,62,,1.4206320918659187e-06,0.0030710734132787364,,
Ivana Mudnic,2,62,,5.639829382665133e-07,0.009286341035390465,,
Graeme Alexander,2,62,,1.1992710523526962e-05,0.00402164375548406,,
C D Wolfgang,2,62,,0.0,0.0005118455688797894,,
JianJun Liu,2,62,,9.072158765677683e-06,0.008335770693185142,,
Betti Giusti,2,62,,1.0716659786500174e-06,0.006288388417665984,,
M Schuckit,3,62,,1.4552111449728392e-07,0.0016086575021936238,,
Joan Santamaria,2,62,,5.8216958648169924e-08,0.001974261479964902,,
Michel Lecendreux,2,62,,5.8216958648169924e-08,0.001974261479964902,,
Eithne Costello,2,62,,2.4059006609743593e-07,0.00921322023983621,,
Claudia Wing,4,62,,1.3813643093642705e-05,0.002778590231061714,,
Hyun Hor,2,62,,5.8216958648169924e-08,0.001974261479964902,,
Rafael Lantigua,2,62,,1.133596081859984e-08,0.00116993272886809,,
Takahiro Nakamura,3,62,,1.0212845007491117e-06,0.0026323486399532025,,
C Lavedan,2,62,,0.0,0.0005118455688797894,,
Peter Geisler,2,62,,5.8216958648169924e-08,0.001974261479964902,,
Jon K Laerdahl,2,62,,5.254865172909311e-08,0.003144194208832992,,
Kathy J Helzlsouer,2,62,,2.4059006609743593e-07,0.00921322023983621,,
Charles J Moomaw,3,62,,4.528261614428875e-06,0.005191576484352149,,
Isabelle Arnulf,2,62,,5.8216958648169924e-08,0.001974261479964902,,
S Volpi,2,62,,0.0,0.0005118455688797894,,
Xuejiang Guo,2,62,,9.924272015679397e-08,0.0016086575021936238,,
