Number,In Charge,STUDY ACCCESSION,PUBMEDID,LINK,DATASETS,Consortia,NOTES
784,Pilar,GCST002781,25317112,www.ncbi.nlm.nih.gov/pubmed/25317112,Korean Association Resource Project (KARE),,
785,Pilar,GCST000207,21983787,www.ncbi.nlm.nih.gov/pubmed/21983787,NO NAME,GenoMEL ; WTCCC ,See in detail the subsamples
786,Pilar,GCST001097,20139977,www.ncbi.nlm.nih.gov/pubmed/20139977,British Heart Foundation Family Heart Study (BHF-FHS); UK National Blood Donor Service (UKBS); Genetic Regulation of Arterial Pressure in Humans in the Community (GRAPHIC); UK Adult Twin Register (TwinsUK); Prevention of Renal and Vascular Endstage Disease study (PREVEND),WTCCC,
787,Pilar,GCST003334,26634245,www.ncbi.nlm.nih.gov/pubmed/26634245,Chronic Obstructive Pulmonary Disease Gene Study (COPDGene); Chronic Obstructive Pulmonary Disease Gene Study (COPDGene); Evaluation of COPD Longitudinally to Identify Predictive Surrogate End-points (ECLIPSE); Genetics of Chronic Obstructive Lung Disease (GenKOLS),,
788,Pilar,GCST001370,21738478,www.ncbi.nlm.nih.gov/pubmed/21738478,BioBank Japan Project (BBJ),CHARGE ,
789,Pilar,GCST000586,19169255,www.ncbi.nlm.nih.gov/pubmed/19169255,NO NAME,,GWAS  Chinese Han population; Chinese Han population replication; Chinese Uygurs replication 2
790,Pilar,GCST001776,22666496,www.ncbi.nlm.nih.gov/pubmed/22666496,Cholesterol and Recurrent Events (CARE_b); West of Scotland Coronary Prevention Study (WOSCOPS); Prospective Study of Pravastatin in the Elderly at Risk (PROSPER); PHArmacogenetic study of Statin in the Elderly at risk (PHASE),,
791,Pilar,GCST000624,17460697,www.ncbi.nlm.nih.gov/pubmed/17460697,The Icelandic Genealogical Database (IGD); deCODE Genetics (deCODE); Prospective Epidemiological Risk Factor study (PERF); Denmark B (Denmark B); Inter99 Study (Inter99); PennCATH (PennCATH); Dutch Breda Study (DBS); Prince of Wales Hospital Diabetes Registry (PoWHDR); Africa America Diabetes Mellitus (AADM),,
792,Pilar,GCST001668,22424883,www.ncbi.nlm.nih.gov/pubmed/22424883,Epidemiological study of Genetics and Environment of Asthma (EGEA); Swiss Study on Air Pollution and Lung Diseases in Adults (SAPALDIA); European Community Respiratory Health Survey (ECRHS); Atherosclerosis Risk in Communities Study (ARIC); Framingham Heart Study (FHS); British 1958 Birth Cohort Study (B58C),ESE-consortium,
793,Pilar,GCST000386,26049409,www.ncbi.nlm.nih.gov/pubmed/26049409,NO NAME,,NO ACCESS TO THE ARTICLE
794,Pilar,GCST000027,20953189,www.ncbi.nlm.nih.gov/pubmed/20953189,Collaborative Association Study of Psoriasis (CASP); Kiel PopGen biobank study (KIEL),,"Other cohorts no specific name: Michigan, Germany, Toronto, Newfoundland"
795,Pilar,GCST002076,23300138,www.ncbi.nlm.nih.gov/pubmed/23300138,Dongfeng-Tongji cohort study (DFTJ); Guangxi Fangchenggang Area Male Health and Examination Survey (FAMHES),,
796,Pilar,GCST001709,22504418,www.ncbi.nlm.nih.gov/pubmed/22504418,Aging Gene-Environment Susceptibility - Reykjavik Study (AGES); Atherosclerosis Risk in Communities Study (ARIC); Austrian Stroke Prevention Study (ASPS); Framingham Heart Study (FHS); Rotterdam Study I (RS-I); Rotterdam Study II (RS-II); Rotterdam Study III (RS-III),CHARGE; ,
797,Pilar,GCST000554,18846228,www.ncbi.nlm.nih.gov/pubmed/18834628,NO NAME,,No use of human cohorts
798,Pilar,GCST002894,25672891,www.ncbi.nlm.nih.gov/pubmed/25672891,BioBank Japan Project (BBJ); Health Sciences University of Hokkaido (HSUH); Tokyo Medical University Hospital (TMUH),,
799,Pilar,GCST000734,18193043,www.ncbi.nlm.nih.gov/pubmed/18193043,Framingham Heart Study (FHS); Framingham Heart Study (FHS); Genetics of Lipid Lowering Drugs and Diet Network study (GOLDN); Malmo Diet and Cancer Study - Cardiovascular Cohort (MDC-CC),,
800,Pilar,GCST001109,20062063,www.ncbi.nlm.nih.gov/pubmed/20062063,Icelandic ECG study sample (IECG); Icelandic Atrial Fibrillation Sample (IAFS); Icelandic Sick Sinus Syndrome sample (ISSS); Icelandic Atrioventricular Block Sample (IABS); Icelandic Pacemaker Population Sample (IPPS); The Tromso Study (Tromso),,
801,Pilar,GCST001664,22451204,www.ncbi.nlm.nih.gov/pubmed/22451204,Parkinsons Research: The Organized Genetics Initiative (PROGENI); Genome-wide scan for Parkinsons diseaseÓ Initiative (GenePD),,
802,Pilar,GCST000205,21732829,www.ncbi.nlm.nih.gov/pubmed/21732829,Wellcome Trust Case Control Consortium (WTCCC); British 1958 Birth Cohort Study (B58C); UK National Blood Donor Service (UKBS); Cooperative Health Research in the Region of Augsburg (KORA); The Population Genetic Cohort (POPGEN),he Well- come Trust Case Control Consortium 2 (WTCCC) ,
803,Pilar,GCST000970,19404256,www.ncbi.nlm.nih.gov/pubmed/19404256,Autism Genetic Resource Exchange (AGRE); Autism CaseControl cohort (ACC); Cholesterol and Atherosclerosis Pharmacogenetics (CAP); Center for Autism Research and Treatment (CART),,
804,Pilar,GCST003929,27749845,www.ncbi.nlm.nih.gov/pubmed/27749845,European Prospective Investigation into Cancer (EPIC); United Kingdom case-series (HN5000),International Head and Neck Cancer Epidemiology Consortium (INHANCE),
805,Pilar,GCST000497,19734900,www.ncbi.nlm.nih.gov/pubmed/19734900,Northern Finnish Birth Cohort Study 1986 (NFBC1986); Epidemiological Study on the Insulin Resistance syndrome study (DESIR); Inter99 Study (Inter99),,
806,Pilar,GCST002907,25705158,www.ncbi.nlm.nih.gov/pubmed/25705158,Korean Association Resource Project (KARE),,
807,Pilar,GCST003489,26993346,www.ncbi.nlm.nih.gov/pubmed/26993346,Alzheimers Associations International Society to Advance Alzheimers Research and Treatment (ISTAART),,
808,Pilar,GCST002704,25173105,www.ncbi.nlm.nih.gov/pubmed/25173105,Australian & New Zealand Registry of Advanced Glaucoma (ANZRAG); Blue Mountain Eye Study (BMES); National Eye Institute Glaucoma Human Genetics Collaboration (NEIGHBOR); Massachussetts Eye and Ear Infirmary (MEEI),,
809,Pilar,GCST001979,23143601,www.ncbi.nlm.nih.gov/pubmed/23143601,"Chinese Academy of Medical Sciences Cancer Hospital (CAMSCH); Fudan Lung Cancer Study (FLCS); Genetic Epidemiological Study of Lung Adenocarcinoma (GELAC); Genes and Environment in Lung Cancer, Singapore Study (GEL-S); South Korea Multi-Center Lung Cancer Study (SKLCS); Shenyang Lung Cancer Study (SLCS); Shanghai Womens Health Study (SWHS); Tianjin Lung Cancer Study (TLCS); Wuhan Lung Cancer Study (WLCS); Guangdong Study (GDS); Hong Kong Study (HKS); Japanese Female Lung Cancer Collaborative Study (JLCS); Chonnam National University Lung Cancer Study (CNULCS); Yunnan Lung Cancer Study (YLCS)",,
810,Pilar,GCST003589,27418160,www.ncbi.nlm.nih.gov/pubmed/27418160,Nijmegen Biomedical Study (NBS); Nijmegen (Nijmegen),Wellcome Trust Case-Control Consortium (WTCCC),"Dutch cohort: cases from the University Medical Center UtrechtThe Finnish IA cohort: cases treated at the Helsinki and Kuopio University hospitals"
811,Pilar,GCST000030,21131975,www.ncbi.nlm.nih.gov/pubmed/21131975,International Agency for Research on Cancer Study (IARC); Centre National de G_notypage (CNG); National Cancer Institute (NCI); MD Anderson Renal Cell Cancer Study (MDARCCS); International Agency for Research on Cancer Study (IARC); Dutch Renal Cell Cancer Study (Dutch); LifeLines (LifeLines); Wellcome Trust Case Control Consortium (WTCCC); British 1958 Birth Cohort Study (B58C),The Dutch Dupuytren Study Group; The German Dupuytren Study Group; The BSSH GODD Consortium,
812,Pilar,GCST001775,22628180,www.ncbi.nlm.nih.gov/pubmed/22628180,NO NAME,,
813,Pilar,GCST002682,24662972,www.ncbi.nlm.nih.gov/pubmed/24662972,"NCI Bladder Cancer GWAS 1 (NCI-GWAS1); Spanish Bladder Cancer Study (SpBCS); New England Bladder Cancer Study (NEBCS); Cancer Prevention Study II (CPS-II); Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial (PLCO)",,
814,Pilar,GCST001541,22037555,www.ncbi.nlm.nih.gov/pubmed/22037555,BIOX (BIOX); SGENE plus (SGENE+),,"BIOX  GWAS sample: includes three datasets 1) the Northern Han sample were recruited from Beijing and Shandong Province; 2) the Central Han sample were recruited from Shanghai and Anhui Province; 3) Southern Han sample  were recruited from Guangdong and Guangxi Provinces. BIOX FOLLOW-UP: recruited from ShanghaiGENE-plus samples 1) Denmark/ Copenhagen 2)England; 3) Finland 4)Germany 5) Iceland 6) Netherlands 7) Scotland"
815,Pilar,GCST001117,20159113,www.ncbi.nlm.nih.gov/pubmed/20159113,Southern Ostrobothnia isolate GWAS (SO); Finland SO replication (FinSO); Gene MSA Switzerland (Gene MSA SW); Gene MSA NL (Gene MSA NL); Gene MSA US (Gene MSA US); International Multiple Sclerosis Genetics Consortium UK (IMSGC UK); International Multiple Sclerosis Genetics Consortium US (IMSGC US); Brigham and Womens Hospital (BWH),Gene MSA consortium,
816,Pilar,GCST001574,22170493,www.ncbi.nlm.nih.gov/pubmed/22170493,Que_bec founder population (QFP); Estonian Genome Center of the University of Tartu (EGCUT); National Psoriasis Foundation (NPF); Collaborative Association Study of Psoriasis (CASP),,"German sample:  patients of Department of Dermatology of the Christian-Albrechts- University Kiel or Department of Dermatology and Allergy of the Technical University MunichEstonian Caucasian sample: patients of department of Dermatology and Venerology and at the Department of Physiology and Centre of Translational Medicine at the University of TartuMichigan sample: no details "
817,Pilar,GCST001485,22006218,www.ncbi.nlm.nih.gov/pubmed/22006218,Korean Association Resource Project (KARE); Korean Genome Epidemiology Study (KoGES); Mid-South Tobacco Family (MSTF),,
818,Pilar,GCST002212,23517042,www.ncbi.nlm.nih.gov/pubmed/23517042,"Avon Longitudinal Study of Parents and Children (ALSPAC); Children, Allergy, Milieu, Stockholm, Epidemiology (BAMSE); Meta-Analyses of Glucose and Insulin-related Traits Consortium (MAGIC); Sydney Memory and Ageing Study (MAS); Prevention and Incidence of Asthma and Mite Allergy birth cohort study (PIAMA); Study of Addiction: Genetics and Environment (SAGE); Swiss Study on Air Pollution and Lung Diseases in Adults (SAPALDIA); TOMSK (TOMSK); Hartford (Hartford); CAG (CAG); Busselton Health Study (BHS); British 1958 Birth Cohort Study (B58C); Canadian Childhood Cohorts (CAPPS); ECHRS (ECHRS); Epidemiological study of Genetics and Environment of Asthma (EGEA); GABRIELA (GABRIELA); Puerto Rico (Puerto Rico); ISAAC (ISAAC)",GABRIEL,
819,Pilar,GCST000546,20011104,www.ncbi.nlm.nih.gov/pubmed/20011104,UK Adult Twin Register (TwinsUK); Genetic Epidemiology of Metabolic Syndrome study (GEMS); Cohorte Lausannoise (CoLaus); Baltimore Longitudinal Study of Ageing (BLSA); European Prospective Investigation into Cancer (EPIC); Framingham Heart Study (FHS); The Invecchiare in Chianti (InCHIANTI); Avon Longitudinal Study of Parents and Children (ALSPAC),,
820,Pilar,GCST001697,22456796,www.ncbi.nlm.nih.gov/pubmed/22456796,BioBank Japan Project (BBJ),,"Stage 2 sample: outpatient clinics. The University of Tokyo, Juntendo University, National Center for Global Health and Medicine, Hiranuma Clinic, St. Marianna Univer- sity School of Medicine, the Hiroshima Atomic Bomb Cas- ualty Council Health Management Center, Kawasaki Medical School, Toyama University Hospital or the Shiga University of Medical Science.Contrils of stage 2: health check-up at six institu- tions: The Hiroshima Atomic Bomb Casualty Council Health Management Center, The National Center for Global Health and Medicine, Keio University, Hiranuma Clinic, St. Marianna University School of Medicine or Toyama Uni- versity Hospital."
821,Pilar,GCST004522,27439200,www.ncbi.nlm.nih.gov/pubmed/27439200,Dutch Asthma GWAS study (DAG); Meta-Analyses of Glucose and Insulin-related Traits Consortium (MAGIC); Avon Longitudinal Study of Parents and Children (ALSPAC); TENOR (TENOR); SARP (SARP); CSGA (CSGA); CAG (CAG),,
822,Pilar,GCST004141,28158719,www.ncbi.nlm.nih.gov/pubmed/28158719,Hispanic Community Health Study (HCHS); Multi-Ethnic Study of Atherosclerosis (MESA); Mount Sinai BioMe BioBank (Mount Sinai); Womens Health Initiative SNP Health Association Resource (WHI-SHARe); Study of Latinos (SOL),,
823,Pilar,GCST001042,19584346,www.ncbi.nlm.nih.gov/pubmed/19584346,Cardiovascular Health Study (CHS); Rotterdam Study (RS); Monitoring of Trends and Determinants in Cardiovascular Disease (MONICA); Framingham Heart Study (FHS); Gutenberg Health Study (GHS); Study of Health in Pomerania (SHIP); Austrian Stroke Prevention Study (ASPS); Cooperative Health Research in the Region of Augsburg (KORA),,
824,Pilar,GCST001603,22306650,www.ncbi.nlm.nih.gov/pubmed/22306650,Ghanaian TB study (GTB),,"Ghana sample: patiens from Komfo Anokye Teaching Hospital in Kumasi, and Korle Bu Teaching Hospital in AccraGambia sample: cases were collected at major urban health centresIndonesia sample: patients were recruited from an outpatient tuberculosis clinic, Perkumpulan Pemberantasan Tuberkulosis Indonesia (PPTI) Jakarta and from the Hasan Sadikin Hospital in Bandung. ontrol subjects were recruited from neighboring households.Russian sample: St. Petersburg and Samara"
825,Pilar,GCST001034,19525953,www.ncbi.nlm.nih.gov/pubmed/19525953,International Multiple Sclerosis Genetics Consortium UK (IMSGC UK); International Multiple Sclerosis Genetics Consortium US (IMSGC US); Brigham and Womens Hospital (BWH); Gene MSA CH (Gene MSA CH); Gene MSA NL (Gene MSA NL); Gene MSA US (Gene MSA US),_GeneMSA consortium,
826,Pilar,GCST000914,18978787,www.ncbi.nlm.nih.gov/pubmed/18978787,UK GWAS Stage 1 (UK1); International Agency for Research on Cancer Study (IARC); Texas-GWA study (Texas),,
827,Pilar,GCST003561,27159506,www.ncbi.nlm.nih.gov/pubmed/27159506,Multi-Ethnic Study of Atherosclerosis (MESA); Coronary Artery Risk Development in Young Adults (CARDIA); Framingham Heart Study (FHS); Framingham Heart Study (FHS); Atherosclerosis Risk in Communities Study (ARIC),Cohorts for Heart and Aging Research in Genome Epidemiology (CHARGE),
828,Pilar,GCST000708,17618283,www.ncbi.nlm.nih.gov/pubmed/17618283,Ontario Registry for Studies of Familial Colorectal Cancer (OFCCR); Colorectal Cancer Genetics Study (COGS); European Prospective Investigation into Cancer (EPIC),,
829,Pilar,GCST001489,22010049,www.ncbi.nlm.nih.gov/pubmed/22010049,Queensland Institute of Medical Research (QIMR); Brisbane Adolescent Twins Study (BATS); Netherlands Twin Registry (NTR); Genetic Association Information Network-MDD Study (GAIN-MDD); Netherlands Twin Registry 2 (NTR2); GenomEUtwin study (GenomEUtwin); MDD2000 Study (MDD2000); Attention-deficit Hyperactivity Disorder (ADHD); Genetic Association Information Network-MDD Study (GAIN-MDD),,
830,Pilar,GCST000277,24162738,www.ncbi.nlm.nih.gov/pubmed/24162738,NO NAME,,"Samples from Shanghai, Jiangsu, Guangdong, and Beijing are not presented with names."
831,Pilar,GCST000025,21107343,www.ncbi.nlm.nih.gov/pubmed/21107343,BioBank Japan Project (BBJ); Osaka Acute Coronary Insufficiency Study (OACIS),,
832,Pilar,GCST001496,22019778,www.ncbi.nlm.nih.gov/pubmed/22019778,NO NAME,,"Discovery and replication 1, 2 &3= Han population (Shandong, Anhui and Jiangsu provinces (Eastern China))Relication 3= Minority, Yunnan province (Southern China)"
833,Pilar,GCST000929,19169254,www.ncbi.nlm.nih.gov/pubmed/19169254,Perlegen Sciences Genotyped Discovery Samples (PSGDS),,
834,Pilar,GCST003846,27650483,www.ncbi.nlm.nih.gov/pubmed/27650483,Hispanic Community Health Study (HCHS),,
835,Pilar,GCST001923,23049750,www.ncbi.nlm.nih.gov/pubmed/23049750,BioBank Japan Project (BBJ),,
836,Pilar,GCST000969,19396169,www.ncbi.nlm.nih.gov/pubmed/19396169,Korean Genome Epidemiology Study (KoGES); Health2 Study (Health2),,
837,Pilar,GCST004255,28265120,www.ncbi.nlm.nih.gov/pubmed/28265120,ASTARRS (ASTARRS); Genetics of Substance Dependence Yale Penn (Yale-Penn),,
838,Pilar,GCST001451,21829377,www.ncbi.nlm.nih.gov/pubmed/21829377,Atherosclerosis Risk in Communities Study (ARIC); Cardiovascular Health Study (CHS); Cardiovascular Health Study (CHS); The Invecchiare in Chianti (InCHIANTI); Coronary Artery Risk Development in Young Adults (CARDIA); Coronary Artery Risk Development in Young Adults (CARDIA); Multi-Ethnic Study of Atherosclerosis (MESA); Multi-Ethnic Study of Atherosclerosis (MESA); Multi-Ethnic Study of Atherosclerosis (MESA); Multi-Ethnic Study of Atherosclerosis (MESA),CHARGE,
839,Pilar,GCST002941,25826619,www.ncbi.nlm.nih.gov/pubmed/25826619,Cancer Genome Atlas (TCGA); International Agency for Research on Cancer Study (IARC),Wellcome Trust Case Control Consortium 2 (WTCCC2),
840,Pilar,GCST001906,22959728,www.ncbi.nlm.nih.gov/pubmed/22959728,NO NAME,International Consortium on Amyotrophic Lateral Sclerosis Genetic (ALSGEN) ,"Samples were received from a total of 13 sources spanning the United States and Europe, including Belgium, France, the Netherlands, Ireland, Italy, Sweden, and the United Kingdom, with the Netherlands and Ireland"
841,Pilar,GCST001834,22832960,www.ncbi.nlm.nih.gov/pubmed/22832960,Northern Finnish Birth Cohort Study (NFBC); Cardiovascular Risk in Young Finns Study (YFS); Helsinki Birth Cohort Study (HBCS); Queensland Institute of Medical Research (QIMR),,
842,Pilar,GCST002346,23955597,www.ncbi.nlm.nih.gov/pubmed/23955597,British 1958 Birth Cohort Study (B58C); UK National Blood Donor Service (UKBS); German Multiple Myeloma Study Group (GMMG),Wellcome Trust Case Control Consortium (WTCCC2),
843,Pilar,GCST001264,21253498,www.ncbi.nlm.nih.gov/pubmed/21253498,Framingham Heart Study (FHS),,
