,PUBMEDID,N,In Charge,DATASETS,Consortia,NOTES
2151,25514360,4108,,,,
2152,20622879,4101,,,,
2153,21804547,4101,,,,
2154,23382691,4095,,,,
2155,18204447,4091,,,,
2156,28459102,4077,,,,
2157,20485516,4075,,,,
2158,17435756,4073,,,,
2159,21095009,4067,,,,
2160,18067574,4055,,,,
2161,23872634,4051,,,,
2162,29203360,4050,,,,
2163,19412176,4042,,,,
2164,21130836,4039,,,,
2165,23043469,4038,,,,
2166,22086417,4035,,,,
2167,17903304,4031,,,,
2168,25387704,4026,,,,
2169,19620980,4022,,,,
2170,24964207,4017,,,,
2171,20711176,4014,,,,
2172,27723756,3995,,,,
2173,24324551,3993,,,,
2174,25456346,3985,,,,
2175,22130093,3984,,,,
2176,19553259,3972,,,,
2177,28078323,3964,,,,
2178,25898920,3953,,,,
2179,26891255,3952,,,,
2180,18976728,3950,,,,
2181,19185284,3942,,,,
2182,24065183,3940,,,,
2183,20066028,3938,,,,
2184,20339536,3928,,,,
2185,27531626,3924,,,,
2186,21186350,3920,,,,
2187,22087292,3913,,,,
2188,23108985,3913,,,,
2189,22843503,3907,,,,
2190,20159242,3901,,,,
2191,25096692,3890,,,,
2192,21812969,3886,,,,
2193,26822151,3880,,,,
2194,21357381,3872,,,,
2195,28429243,3870,,,,
2196,24675659,3865,,,,
2197,22551897,3859,,,,
2198,19581569,3854,,,,
2199,23539754,3851,,,,
2200,17632509,3842,,,,
2201,28095793,3840,,,,
2202,25643325,3839,,,,
2203,27151647,3838,,,,
2204,21625490,3835,,,,
2205,29391396,3819,,,,
2206,22341974,3807,,,,
2207,20610895,3792,,,,
2208,19698717,3789,,,,
2209,25488688,3788,,,,
2210,28952330,3782,,,,
2211,23934736,3780,,,,
2212,19456320,3780,,,,
2213,24406073,3774,,,,
2214,19304780,3766,,,,
2215,25521368,3758,,,,
2216,23670970,3753,,,,
2217,28044437,3750,,,,
2218,19458352,3744,,,,
2219,25246029,3736,,,,
2220,23555300,3729,,,,
2221,23237013,3729,,,,
2222,18823527,3721,,,,
2223,17903301,3714,,,,
2224,26606652,3710,,,,
2225,20668430,3706,,,,
2226,28222112,3706,,,,
2227,26041818,3704,,,,
2228,29253144,3690,,,,
2229,21750702,3685,,,,
2230,18084291,3683,,,,
2231,27964859,3682,,,,
2232,26058915,3679,,,,
2233,26674333,3670,,,,
2234,20154673,3666,,,,
2235,29535710,3659,,,,
2236,24324648,3654,,,,
2237,29903748,3652,,,,
2238,29547969,3648,,,,
2239,28776340,3647,,,,
2240,24957906,3633,,,,
2241,21298047,3627,,,,
2242,23533358,3627,,,,
2243,22925353,3625,,,,
2244,23149450,3625,,,,
2245,21051598,3622,,,,
2246,19303062,3620,,,,
2247,21764829,3614,,,,
2248,28274756,3599,,,,
2249,29523850,3591,,,,
2250,17667963,3587,,,,
2251,18723019,3582,,,,
2252,29682794,3575,,,,
2253,23133572,3574,,,,
2254,19030899,3571,,,,
2255,21212386,3563,,,,
2256,24827717,3552,,,,
2257,20876611,3550,,,,
2258,23918589,3542,,,,
2259,19874204,3540,,,,
2260,26704534,3538,,,,
2261,25310577,3533,,,,
2262,22648509,3529,,,,
2263,20045101,3526,,,,
2264,29123153,3526,,,,
2265,26830138,3524,,,,
2266,22885689,3520,,,,
2267,28250457,3515,,,,
2268,24785509,3506,,,,
2269,24023260,3501,,,,
2270,22004471,3501,,,,
2271,20070850,3497,,,,
2272,25162662,3495,,,,
2273,23118916,3495,,,,
2274,23028341,3495,,,,
2275,22673310,3495,,,,
2276,22864923,3495,,,,
2277,22367966,3495,,,,
2278,23661040,3495,,,,
2279,22171074,3495,,,,
2280,23269536,3495,,,,
2281,19282985,3480,,,,
2282,20306291,3479,,,,
2283,22131368,3468,,,,
2284,20662065,3467,,,,
2285,21602797,3467,,,,
2286,20154341,3465,,,,
2287,28002826,3464,,,,
2288,23267103,3462,,,,
2289,20848476,3462,,,,
2290,20208534,3455,,,,
2291,21037115,3452,,,,
2292,21150878,3436,,,,
2293,21740922,3435,,,,
2294,22233651,3424,,,,
2295,20386566,3409,,,,
2296,28060188,3409,,,,
2297,21957438,3402,,,,
2298,22935194,3396,,,,
2299,24068947,3394,,,,
2300,21150874,3393,,,,
2301,29209388,3384,,,,
2302,28130311,3367,,,,
2303,21908519,3367,,,,
2304,22295056,3361,,,,
2305,21621269,3356,,,,
2306,21947420,3355,,,,
2307,25517131,3354,,,,
2308,20732627,3351,,,,
2309,24429156,3341,,,,
2310,23255317,3335,,,,
2311,22911880,3334,,,,
2312,25387708,3323,,,,
2313,19287384,3323,,,,
2314,27901618,3322,,,,
2315,28118524,3320,,,,
2316,21497890,3319,,,,
2317,21725309,3312,,,,
2318,22065538,3310,,,,
2319,25987655,3308,,,,
2320,19684604,3305,,,,
2321,21302353,3304,,,,
2322,29875488,3301,,,,
2323,23644492,3293,,,,
2324,30068317,3290,,,,
2325,29748315,3290,,,,
2326,25483131,3286,,,,
2327,28322352,3283,,,,
2328,27639821,3274,,,,
2329,21698141,3263,,,,
2330,21701565,3253,,,,
2331,28927820,3244,,,,
2332,25208887,3244,,,,
2333,29296746,3238,,,,
2334,23827383,3234,,,,
2335,24847357,3234,,,,
2336,25867717,3226,,,,
2337,22936694,3225,,,,
2338,24357727,3224,,,,
2339,18159244,3198,,,,
2340,25138779,3190,,,,
2341,17903298,3183,,,,
2342,23903073,3179,,,,
2343,29596498,3175,,,,
2344,21314694,3169,,,,
2345,22105264,3167,,,,
2346,22961961,3166,,,,
2347,24871463,3163,,,,
2348,22156575,3158,,,,
2349,19340012,3157,,,,
2350,20039944,3154,,,,
2351,28783044,3153,,,,
2352,23108145,3148,,,,
2353,23420232,3146,,,,
2354,22488850,3143,,,,
2355,19107115,3141,,,,
2356,19116933,3141,,,,
2357,23326512,3140,,,,
2358,29460428,3135,,,,
2359,20826269,3107,,,,
2360,18762592,3107,,,,
2361,18369459,3107,,,,
2362,24837172,3106,,,,
2363,28881265,3105,,,,
2364,26030142,3104,,,,
2365,26620591,3095,,,,
2366,29898447,3091,,,,
2367,19242412,3090,,,,
2368,28167095,3084,,,,
2369,25986216,3080,,,,
2370,25566987,3080,,,,
2371,21273288,3071,,,,
2372,24974787,3063,,,,
2373,26818729,3058,,,,
2374,29158487,3057,,,,
2375,22558097,3057,,,,
2376,23593202,3055,,,,
2377,25130324,3054,,,,
2378,21668797,3054,,,,
2379,21757653,3042,,,,
2380,29088834,3037,,,,
2381,27694959,3028,,,,
2382,20400778,3028,,,,
2383,22054870,3028,,,,
2384,25988933,3015,,,,
2385,20927387,3012,,,,
2386,25524241,3011,,,,
2387,19252134,3009,,,,
2388,23551011,3003,,,,
2389,21940522,3000,,,,
2390,25705159,3000,,,,
2391,22526605,2997,,,,
2392,21452313,2995,,,,
2393,21424380,2991,,,,
2394,24939585,2978,,,,
2395,27506219,2976,,,,
2396,26265036,2967,,,,
2397,17846124,2962,,,,
2398,26876947,2955,,,,
2399,24080187,2953,,,,
2400,26350878,2952,,,,
2401,25574032,2949,,,,
2402,24800985,2942,,,,
2403,27576016,2940,,,,
2404,28139761,2931,,,,
2405,23874384,2930,,,,
2406,27561104,2926,,,,
2407,26014426,2913,,,,
2408,18326623,2907,,,,
2409,19197348,2906,,,,
2410,24916650,2901,,,,
2411,22279548,2895,,,,
2412,26377243,2895,,,,
2413,21323541,2894,,,,
2414,25526632,2864,,,,
2415,24348519,2860,,,,
2416,28492228,2855,,,,
2417,25583994,2845,,,,
2418,25705849,2844,,,,
2419,20673876,2842,,,,
2420,19664746,2837,,,,
2421,19483682,2835,,,,
2422,21270382,2834,,,,
2423,21441570,2829,,,,
2424,21886157,2820,,,,
2425,18951430,2814,,,,
2426,21909107,2813,,,,
2427,23001997,2811,,,,
2428,22044751,2809,,,,
2429,29860282,2806,,,,
2430,18980221,2803,,,,
2431,22969067,2801,,,,
2432,22004137,2798,,,,
2433,23999434,2797,,,,
2434,21248740,2796,,,,
2435,19359265,2790,,,,
2436,18937294,2790,,,,
2437,25561047,2790,,,,
2438,23319000,2786,,,,
2439,23761726,2784,,,,
2440,19915573,2783,,,,
2441,24797007,2771,,,,
2442,25217962,2757,,,,
2443,29698419,2754,,,,
2444,23229837,2748,,,,
2445,20694011,2748,,,,
2446,21540461,2743,,,,
2447,25303641,2743,,,,
2448,19779542,2741,,,,
2449,30079052,2740,,,,
2450,28067912,2734,,,,
2451,22843504,2733,,,,
2452,21572414,2724,,,,
2453,18776911,2717,,,,
2454,19359809,2710,,,,
2455,23233654,2703,,,,
2456,25376901,2701,,,,
2457,25044411,2698,,,,
2458,17903306,2698,,,,
2459,22365631,2697,,,,
2460,22792082,2695,,,,
2461,17827064,2693,,,,
2462,21835309,2693,,,,
2463,24940741,2688,,,,
2464,29221444,2688,,,,
2465,19875614,2686,,,,
2466,17903292,2686,,,,
2467,25008200,2685,,,,
2468,17068223,2679,,,,
2469,25224454,2676,,,,
2470,27523435,2672,,,,
2471,17486107,2672,,,,
2472,21551455,2667,,,,
2473,26562150,2660,,,,
2474,20125088,2656,,,,
2475,21980494,2652,,,,
2476,29031612,2650,,,,
2477,25848760,2643,,,,
2478,25963331,2642,,,,
2479,26741287,2640,,,,
2480,26239289,2637,,,,
2481,28187132,2633,,,,
2482,25500335,2633,,,,
2483,22907691,2632,,,,
2484,23967269,2631,,,,
2485,25637336,2629,,,,
2486,21104366,2628,,,,
2487,19727025,2622,,,,
2488,23561647,2620,,,,
2489,18987618,2603,,,,
2490,27643478,2600,,,,
2491,21467234,2591,,,,
2492,21980348,2587,,,,
2493,21573907,2584,,,,
2494,21647700,2583,,,,
2495,29562276,2565,,,,
2496,26806518,2563,,,,
2497,21203500,2559,,,,
2498,29016859,2543,,,,
2499,28632202,2543,,,,
2500,22446961,2540,,,,
2501,22205395,2539,,,,
2502,21674006,2535,,,,
2503,23007406,2535,,,,
2504,28641921,2529,,,,
2505,22764253,2527,,,,
2506,22673963,2524,,,,
2507,23897914,2521,,,,
2508,29884306,2512,,,,
2509,27347659,2512,,,,
2510,23535911,2510,,,,
2511,25827505,2505,,,,
2512,22744181,2493,,,,
2513,19880490,2488,,,,
2514,21989058,2486,,,,
2515,28355295,2469,,,,
2516,25065397,2462,,,,
2517,24204828,2460,,,,
2518,22419666,2458,,,,
2519,23626673,2456,,,,
2520,23212062,2454,,,,
2521,29109912,2453,,,,
2522,24387768,2451,,,,
2523,26138065,2449,,,,
2524,23785401,2446,,,,
2525,17903307,2444,,,,
2526,20436471,2437,,,,
2527,28056976,2431,,,,
2528,29082582,2430,,,,
2529,17903300,2420,,,,
2530,29784950,2420,,,,
2531,26314684,2419,,,,
2532,27545300,2417,,,,
2533,22754043,2402,,,,
2534,25897834,2394,,,,
2535,24919509,2388,,,,
2536,25557950,2386,,,,
2537,20709820,2383,,,,
2538,21228123,2383,,,,
2539,25461247,2382,,,,
2540,28070124,2382,,,,
2541,28763429,2382,,,,
2542,20167575,2379,,,,
2543,19454037,2373,,,,
2544,20023658,2372,,,,
2545,23000144,2365,,,,
2546,20041166,2362,,,,
2547,25451450,2360,,,,
2548,18820697,2353,,,,
2549,28921602,2349,,,,
2550,18802019,2346,,,,
2551,21221998,2342,,,,
2552,22841784,2342,,,,
2553,21866343,2336,,,,
2554,21041692,2334,,,,
2555,18332876,2327,,,,
2556,26220383,2325,,,,
2557,19230858,2323,,,,
2558,24114350,2320,,,,
2559,26083729,2318,,,,
2560,23696099,2315,,,,
2561,23992748,2311,,,,
2562,29217827,2308,,,,
2563,21706340,2306,,,,
2564,22303337,2306,,,,
2565,21801394,2305,,,,
2566,28703135,2296,,,,
2567,25390645,2294,,,,
2568,22637743,2291,,,,
2569,29514873,2284,,,,
2570,20304703,2272,,,,
2571,29278617,2262,,,,
2572,21552555,2256,,,,
2573,23377640,2256,,,,
2574,24039173,2246,,,,
2575,18985386,2246,,,,
2576,29398083,2245,,,,
2577,27488534,2239,,,,
2578,26959369,2239,,,,
2579,17903296,2235,,,,
2580,20037589,2231,,,,
2581,29787419,2225,,,,
2582,22005931,2222,,,,
2583,22428042,2219,,,,
2584,21700879,2217,,,,
2585,18776929,2216,,,,
2586,23508266,2215,,,,
2587,21107309,2214,,,,
2588,20732626,2205,,,,
2589,27656889,2201,,,,
2590,20164292,2193,,,,
2591,26398136,2192,,,,
2592,26546620,2190,,,,
2593,23974705,2186,,,,
2594,29097388,2184,,,,
2595,25256105,2183,,,,
2596,19132087,2181,,,,
2597,27082954,2177,,,,
2598,26024889,2165,,,,
2599,26545630,2164,,,,
2600,21184583,2159,,,,
2601,17998437,2156,,,,
2602,26297903,2152,,,,
2603,19148276,2151,,,,
2604,23502781,2150,,,,
2605,25411281,2138,,,,
2606,22982463,2136,,,,
2607,19754311,2134,,,,
2608,21993531,2133,,,,
2609,20711174,2129,,,,
2610,25434496,2129,,,,
2611,24667120,2129,,,,
2612,26188370,2126,,,,
2613,26081443,2126,,,,
2614,26379185,2115,,,,
2615,22437554,2112,,,,
2616,21991891,2104,,,,
2617,25147783,2100,,,,
2618,23381943,2100,,,,
2619,28355232,2100,,,,
2620,19497516,2096,,,,
2621,28375557,2094,,,,
2622,22745009,2092,,,,
2623,25533491,2091,,,,
2624,18576341,2082,,,,
2625,23406172,2075,,,,
2626,20200953,2073,,,,
2627,18941528,2070,,,,
2628,26422391,2064,,,,
2629,23818313,2057,,,,
2630,25948407,2055,,,,
2631,23508960,2054,,,,
2632,28256260,2053,,,,
2633,23319801,2052,,,,
2634,27043157,2052,,,,
2635,19772629,2044,,,,
2636,24582949,2044,,,,
2637,21611967,2038,,,,
2638,25237182,2036,,,,
2639,22205951,2034,,,,
2640,20038948,2032,,,,
2641,29513936,2032,,,,
2642,25695618,2030,,,,
2643,29104669,2028,,,,
2644,25676789,2027,,,,
2645,22188591,2025,,,,
2646,28317342,2018,,,,
2647,21326295,2016,,,,
2648,19421330,2016,,,,
2649,19714205,2007,,,,
2650,23728934,2003,,,,
2651,24925725,2000,,,,
2652,24941225,1999,,,,
2653,29953918,1999,,,,
2654,21113153,1997,,,,
2655,19609347,1997,,,,
2656,25963547,1996,,,,
2657,28642124,1989,,,,
2658,21844665,1989,,,,
2659,19165155,1986,,,,
2660,25364816,1986,,,,
2661,24556642,1985,,,,
2662,23233662,1978,,,,
2663,23470693,1978,,,,
2664,17903302,1971,,,,
2665,24025145,1969,,,,
2666,26531332,1964,,,,
2667,20150558,1958,,,,
2668,23326239,1956,,,,
2669,20833655,1952,,,,
2670,23144326,1951,,,,
2671,21368711,1951,,,,
2672,23467860,1950,,,,
2673,17903294,1948,,,,
2674,24282030,1941,,,,
2675,29206233,1940,,,,
2676,24098343,1940,,,,
2677,23180272,1940,,,,
2678,25758998,1932,,,,
2679,26190474,1931,,,,
2680,28495826,1931,,,,
2681,17158188,1929,,,,
2682,20350937,1928,,,,
2683,21131588,1920,,,,
2684,25827949,1920,,,,
2685,20117844,1913,,,,
2686,25763902,1911,,,,
2687,17903295,1903,,,,
2688,19736353,1898,,,,
2689,18057069,1890,,,,
2690,25378290,1886,,,,
2691,20201924,1884,,,,
2692,25713168,1881,,,,
2693,20613766,1880,,,,
2694,22792221,1878,,,,
2695,24281739,1877,,,,
2696,29703947,1877,,,,
2697,23704207,1876,,,,
2698,23509613,1874,,,,
2699,29551627,1868,,,,
2700,19724244,1862,,,,
2701,26519441,1858,,,,
2702,22511988,1841,,,,
2703,26815016,1840,,,,
2704,22318345,1835,,,,
2705,29381699,1828,,,,
2706,22694930,1824,,,,
2707,23698163,1824,,,,
2708,21483845,1822,,,,
2709,19047183,1822,,,,
2710,23534349,1820,,,,
2711,27126917,1815,,,,
2712,21658281,1815,,,,
2713,25208829,1813,,,,
2714,27021288,1810,,,,
2715,22032556,1810,,,,
2716,19270707,1807,,,,
2717,28011710,1807,,,,
2718,23041938,1802,,,,
2719,29495422,1800,,,,
2720,22362865,1799,,,,
2721,28062682,1798,,,,
2722,23392654,1792,,,,
2723,24962325,1788,,,,
2724,20849430,1782,,,,
2725,22029572,1772,,,,
2726,18403759,1772,,,,
2727,25072098,1768,,,,
2728,23493294,1768,,,,
2729,29478026,1766,,,,
2730,22760553,1762,,,,
2731,28754176,1760,,,,
2732,28654678,1753,,,,
2733,19897590,1751,,,,
2734,19578179,1738,,,,
2735,21699788,1727,,,,
2736,24571439,1724,,,,
2737,26256467,1715,,,,
2738,19115949,1713,,,,
2739,18835860,1711,,,,
2740,21647738,1709,,,,
2741,26114229,1708,,,,
2742,21211648,1708,,,,
2743,27702942,1708,,,,
2744,22907730,1706,,,,
2745,28416812,1702,,,,
2746,23726668,1701,,,,
2747,22072270,1694,,,,
2748,17671248,1694,,,,
2749,22863731,1693,,,,
2750,27153935,1693,,,,
2751,28470677,1688,,,,
2752,22491018,1683,,,,
2753,23093944,1678,,,,
2754,20018918,1672,,,,
2755,23725790,1664,,,,
2756,28840121,1662,,,,
2757,17903303,1662,,,,
2758,20657596,1660,,,,
2759,17099884,1660,,,,
2760,21785125,1657,,,,
2761,21493818,1654,,,,
2762,20808326,1653,,,,
2763,21618603,1650,,,,
2764,24516586,1650,,,,
2765,20532800,1641,,,,
2766,19300499,1641,,,,
2767,22137330,1639,,,,
2768,26198393,1635,,,,
2769,25663231,1629,,,,
2770,27021820,1627,,,,
2771,19525478,1625,,,,
2772,25944848,1624,,,,
2773,21810271,1624,,,,
2774,27993963,1620,,,,
2775,21460395,1619,,,,
2776,24058526,1617,,,,
2777,22437316,1612,,,,
2778,23857890,1610,,,,
2779,26083723,1608,,,,
2780,20072603,1606,,,,
2781,18668548,1604,,,,
2782,22479419,1601,,,,
2783,22140272,1598,,,,
2784,25936594,1598,,,,
2785,28155865,1597,,,,
2786,23665963,1597,,,,
2787,22105620,1597,,,,
2788,26183928,1593,,,,
2789,23562823,1592,,,,
2790,29453196,1590,,,,
2791,28924203,1589,,,,
2792,23829686,1581,,,,
2793,23114982,1575,,,,
2794,25338677,1575,,,,
2795,19625618,1575,,,,
2796,26073756,1572,,,,
2797,30012571,1571,,,,
2798,28040410,1564,,,,
2799,28577822,1560,,,,
2800,22554406,1560,,,,
2801,16252231,1550,,,,
2802,23541324,1544,,,,
2803,26460308,1537,,,,
2804,19448189,1536,,,,
2805,21057379,1534,,,,
2806,25372704,1534,,,,
2807,20675712,1530,,,,
2808,25584925,1525,,,,
2809,26767831,1525,,,,
2810,20147318,1523,,,,
2811,25475840,1521,,,,
2812,20844546,1521,,,,
2813,28045058,1521,,,,
2814,25328121,1520,,,,
2815,27529621,1518,,,,
2816,20622880,1509,,,,
2817,19074352,1507,,,,
2818,21106707,1507,,,,
2819,21059979,1504,,,,
2820,22560479,1504,,,,
2821,18327257,1500,,,,
2822,22791750,1497,,,,
2823,19846067,1491,,,,
2824,20197096,1484,,,,
2825,26569114,1478,,,,
2826,26299439,1474,,,,
2827,18347602,1471,,,,
2828,21654844,1470,,,,
2829,28084903,1469,,,,
2830,23354978,1467,,,,
2831,24057671,1466,,,,
2832,21775533,1466,,,,
2833,24172245,1461,,,,
2834,22719876,1461,,,,
2835,29769526,1459,,,,
2836,26154020,1456,,,,
2837,21900290,1450,,,,
2838,19118814,1446,,,,
2839,22310353,1446,,,,
2840,22041458,1439,,,,
2841,24586186,1436,,,,
2842,28921760,1434,,,,
2843,24986923,1431,,,,
2844,27315593,1431,,,,
2845,20303064,1431,,,,
2846,20029952,1428,,,,
2847,23956247,1427,,,,
2848,22174901,1420,,,,
2849,20598377,1415,,,,
2850,19124843,1411,,,,
2851,17553421,1411,,,,
2852,28115739,1410,,,,
2853,24322204,1408,,,,
2854,24974847,1401,,,,
2855,17903297,1399,,,,
2856,28775256,1394,,,,
2857,28835685,1383,,,,
2858,19287509,1380,,,,
2859,24740207,1380,,,,
2860,21160409,1379,,,,
2861,25672763,1379,,,,
2862,25503805,1376,,,,
2863,25575512,1376,,,,
2864,22379998,1372,,,,
2865,23555189,1371,,,,
2866,23456092,1371,,,,
2867,22566498,1368,,,,
2868,27670397,1368,,,,
2869,24962563,1367,,,,
2870,29425463,1363,,,,
2871,20060832,1362,,,,
2872,18849994,1361,,,,
2873,27207532,1359,,,,
2874,25875332,1358,,,,
2875,21795503,1357,,,,
2876,25187353,1357,,,,
2877,24375517,1352,,,,
2878,24863034,1350,,,,
2879,26146898,1349,,,,
2880,22903471,1345,,,,
2881,29160300,1345,,,,
2882,23378610,1343,,,,
2883,25898001,1341,,,,
2884,17903305,1340,,,,
2885,25781172,1339,,,,
2886,28240269,1335,,,,
2887,23594818,1334,,,,
2888,21197116,1334,,,,
2889,19084217,1329,,,,
2890,22492993,1323,,,,
2891,22497812,1319,,,,
2892,27445529,1318,,,,
2893,27001270,1317,,,,
2894,29739359,1316,,,,
2895,22383894,1313,,,,
2896,24220910,1313,,,,
2897,22780124,1312,,,,
2898,25317111,1302,,,,
2899,22229870,1300,,,,
2900,27149984,1300,,,,
2901,22282500,1298,,,,
2902,29563342,1297,,,,
2903,19734545,1295,,,,
2904,17223258,1294,,,,
2905,22174851,1294,,,,
2906,28584135,1293,,,,
2907,29581620,1291,,,,
2908,28698626,1291,,,,
2909,22628157,1287,,,,
2910,21061259,1286,,,,
2911,20173735,1286,,,,
2912,25117820,1284,,,,
2913,28421636,1284,,,,
2914,21703177,1284,,,,
2915,24938310,1282,,,,
2916,23562540,1278,,,,
2917,22872573,1277,,,,
2918,30031151,1276,,,,
2919,21326860,1270,,,,
2920,23753411,1265,,,,
2921,19389651,1262,,,,
2922,21155030,1260,,,,
2923,24625756,1260,,,,
2924,25223902,1260,,,,
2925,25987243,1258,,,,
2926,29187748,1256,,,,
2927,25030430,1254,,,,
2928,26083657,1253,,,,
2929,23049088,1251,,,,
2930,26151496,1250,,,,
2931,23067351,1249,,,,
2932,26840454,1244,,,,
2933,24392092,1241,,,,
2934,21612516,1239,,,,
2935,17357082,1236,,,,
2936,24037343,1235,,,,
2937,27595289,1235,,,,
2938,19196962,1227,,,,
2939,27142222,1227,,,,
2940,25457201,1220,,,,
2941,20978177,1219,,,,
2942,28916551,1217,,,,
2943,21844884,1216,,,,
2944,27770449,1212,,,,
2945,20528957,1210,,,,
2946,22457343,1208,,,,
2947,25823687,1204,,,,
2948,21502949,1198,,,,
2949,23372042,1195,,,,
2950,29534301,1193,,,,
2951,20600896,1190,,,,
2952,19430760,1190,,,,
2953,19461586,1190,,,,
2954,25042611,1189,,,,
2955,26599303,1186,,,,
2956,21473668,1186,,,,
2957,27333618,1184,,,,
2958,22343285,1181,,,,
2959,26385043,1181,,,,
2960,23642732,1180,,,,
2961,21502966,1180,,,,
2962,22533364,1173,,,,
2963,28696415,1173,,,,
2964,20834067,1173,,,,
